"CASE_ID","MERCHANT_ID","OPENED_DATE","CASE_CATEGORY","PRIORITY","CASE_THEME","CASE_TEXT"
"CS-000558",16522,"2025-08-26","Fee Query","P3 - Medium","interchange_fee_query","Merchant operating a restaurant in Amsterdam contacted us about interchange variance between lunch and dinner service. Their Clover Flex terminal data shows €23.00-€45.00 lunch transactions averaging 0.82% interchange while €78.00-€150.00 dinner transactions average 1.18%. Asking if transaction value bands trigger different interchange categories beyond just debit versus credit classification."
"CS-000559",1142,"2025-06-22","Fee Query","P3 - Medium","interchange_fee_query","Case regarding unexpected fees on their WooCommerce payment gateway integration. Merchant processed 234 online transactions in September totaling €18,945.00 and questions why the blended interchange rate of 1.67% significantly exceeds the 1.15% rate quoted for card-not-present transactions during their initial merchant agreement discussion."
"CS-000560",242797,"2025-06-13","Fee Query","P4 - Low","interchange_fee_query","Merchant challenges a €2.34 interchange charge applied to a €38.50 Visa Debit contactless transaction on their PAX S300 terminal Thursday morning. They reference a nearly identical €39.00 contactless Visa Debit transaction from Tuesday that only incurred €0.74 interchange and suspect a terminal firmware issue may be misclassifying transaction types."
"CS-000561",55400,"2025-08-20","Fee Query","P4 - Low","interchange_fee_query","Query from Belgian merchant requesting month-by-month fee comparison for June through June. They upgraded from two Clover Station Duo terminals to three Clover Flex terminals in June and want to analyze whether the hardware change impacted their effective interchange rates across their 14,000+ transactions during this period."
"CS-000562",1971,"2025-08-20","Fee Query","P4 - Low","interchange_fee_query","Merchant disputes the acquirer margin calculation on their June statement showing €456.78 in margin charges. They processed €127,890.00 in card volume across 3,240 transactions on four PAX A920 terminals and claim the effective margin of 0.357% exceeds their contracted rate of 0.30%. Requesting transaction-level margin breakdown."
"CS-000563",485335,"2025-06-21","Fee Query","P4 - Low","interchange_fee_query","Support case for Italian merchant questioning why Saturday transactions consistently show higher interchange costs. Their Clover Flex terminal processed 156 transactions last Saturday averaging €67.00 each with mean interchange of €1.24, while their 203 weekday transactions at similar values averaged €0.89 interchange. Asking if day-of-week affects interchange categories."
"CS-000564",1694304,"2025-08-16","Fee Query","P4 - Low","interchange_fee_query","Merchant called about a €8.12 scheme fee on a single €340.00 Mastercard World Elite transaction processed via their Clover Station Duo terminal on Wednesday at 11:47. They've never seen scheme fees itemized per transaction before and are questioning whether premium card products carry additional scheme-level charges beyond standard interchange."
"CS-000565",57868,"2025-08-06","Fee Query","P3 - Medium","interchange_fee_query","Case opened for Spanish merchant requesting detailed analysis of their August statement. They processed 5,670 transactions totaling €234,567.00 across six terminals in Madrid and Barcelona. Specifically challenging €4,234.89 in total interchange fees, claiming their card mix of 78% domestic debit should yield a lower effective rate than the 1.81% calculated."
"CS-000566",1884327,"2025-08-05","Fee Query","P4 - Low","interchange_fee_query","Merchant questions why their Shopify Payments integration shows different acquirer margins than their physical Clover Flex terminal. Online transactions processed in September averaged 0.42% margin across 890 transactions while their 1,240 in-store transactions showed 0.29% margin. Requesting explanation of channel-based margin differentiation in their pricing structure."
"CS-000567",5840,"2025-06-09","Fee Query","P3 - Medium","interchange_fee_query","Query regarding interchange on a €520.00 commercial Mastercard credit transaction processed Monday at 07:23 on their PAX A920 terminal. The €9.36 interchange fee represents 1.80% of transaction value, significantly higher than the 1.15% consumer credit rate they're familiar with. Merchant asking for documentation explaining commercial card interchange premiums."
"CS-000568",30,"2025-08-13","Fee Query","P3 - Medium","interchange_fee_query","Merchant disputes cumulative scheme fees of €1,847.23 appearing on their Q3 statement. Operating two Clover Station Duo terminals in Athens processing approximately 8,900 transactions quarterly, they calculated expected scheme fees of €1,200-€1,300 based on their understanding of per-transaction scheme charges and are requesting reconciliation of the €547.23 difference."
"CS-000569",335362,"2025-08-22","Fee Query","P4 - Low","interchange_fee_query","Support ticket for Portuguese merchant challenging interchange classification on their Clover Flex terminal. A €156.00 transaction processed Friday at 19:12 shows as ""credit"" with €2.34 interchange, but merchant claims customer confirmed it was a Multibanco debit card. Requesting terminal log analysis to determine if card type was correctly identified during authorization."
"CS-000570",1945955,"2025-07-14","Fee Query","P3 - Medium","interchange_fee_query","Merchant operating in Greece contacted us about their September fee summary showing €3,456.78 in total fees across €198,234.00 in card volume. They processed 4,560 transactions on three PAX S920 terminals and are requesting a granular breakdown separating interchange, scheme fees, and acquirer margin with per-transaction detail for their top 50 highest-fee transactions."
"CS-000571",55981,"2025-07-19","Fee Query","P4 - Low","interchange_fee_query","Merchant called in hot about interchange on a €450 Mastercard transaction from last Tuesday. Says his mate down the street pays less and wants to know why we're ripping him off."
"CS-000572",1793172,"2025-06-13","Fee Query","P3 - Medium","interchange_fee_query","Owner wants full fee breakdown for June, says the statement makes no sense and the scheme fees doubled from June. Very short on time, just kept saying ""send it today."""
"CS-000573",439572,"2025-08-13","Fee Query","P4 - Low","interchange_fee_query","Why did a €89 Visa Debit cost him €1.20 but a €92 Visa Debit two days later was €2.10? Wants explanation now, not tomorrow."
"CS-000574",1420430,"2025-07-09","Fee Query","P3 - Medium","interchange_fee_query","Merchant challenging our margin, says we quoted 0.5% but he's seeing 0.75% on his statement. Threatened to switch acquirers if we don't fix it."
"CS-000575",258,"2025-09-25","Fee Query","P4 - Low","interchange_fee_query","Called about interchange on premium cards. Customer paid with some gold Mastercard and the fee was €4.50 on a €200 sale, wants to know if that's normal or if we made a mistake."
"CS-000576",582394,"2025-08-25","Fee Query","P3 - Medium","interchange_fee_query","Needs fee breakdown for June and June, accountant is asking questions. Says he doesn't have time for this and we should make statements clearer."
"CS-000577",8885,"2025-06-21","Fee Query","P4 - Low","interchange_fee_query","Why are scheme fees higher this quarter? Merchant runs a small café in Dublin, about 800 transactions a month, says the fees went up but we never told him."
"CS-000578",639581,"2025-07-28","Fee Query","P4 - Low","interchange_fee_query","Angry about interchange difference between two Visa cards same day. One was €0.80 on €50, other was €1.90 on €55, doesn't make sense to him."
"CS-000579",94407,"2025-08-03","Fee Query","P4 - Low","interchange_fee_query","Merchant wants to know what our margin is on his account. Says he's been with us three years and deserves transparency, very pushy about it."
"CS-000580",516077,"2025-07-12","Fee Query","P4 - Low","interchange_fee_query","Owner of a boutique in Amsterdam questioning why interchange is higher on weekends. Had three transactions Saturday morning, all over €2 each in fees."
"CS-000581",517917,"2025-08-08","Fee Query","P3 - Medium","interchange_fee_query","Wants explanation for a €6.20 interchange charge on a €180 Amex transaction from last Thursday. Says that's robbery and his old acquirer was cheaper."
"CS-000582",769059,"2025-07-11","Fee Query","P3 - Medium","interchange_fee_query","Merchant called about scheme fees on his July statement, up €40 from June. Only did 15 more transactions so doesn't understand the jump."
"CS-000583",1485583,"2025-07-17","Fee Query","P4 - Low","interchange_fee_query","Why is interchange different for business cards? Customer used corporate Visa yesterday, €3.80 fee on €150 sale, way higher than usual."
"CS-000584",106731,"2025-09-13","Fee Query","P4 - Low","interchange_fee_query","Owner demanding itemized breakdown of all fees for Q3. Accountant flagged something, he's frustrated and says our reporting is useless."
"CS-000585",736304,"2025-09-03","Fee Query","P3 - Medium","interchange_fee_query","Interchange on a €320 Mastercard was €5.10 last Monday. Merchant says that's almost 2% and we promised him lower rates, wants immediate callback."
"CS-000586",20910,"2025-07-21","Fee Query","P4 - Low","interchange_fee_query","Small restaurant owner in Lyon asking why Visa fees are different from Mastercard fees. Processed about 200 cards last week, noticed the pattern."
"CS-000587",355531,"2025-09-13","Fee Query","P4 - Low","interchange_fee_query","Merchant challenging a scheme fee line item on June statement, €28 for something called ""system access fee."" Never seen it before, wants explanation."
"CS-000588",730776,"2025-07-10","Fee Query","P4 - Low","interchange_fee_query","Why did interchange go up on his account? Been using the same Clover Flex for two years, suddenly fees are higher this month with no warning."
"CS-000589",11392,"2025-08-08","Fee Query","P4 - Low","interchange_fee_query","Owner wants to know our exact margin percentage. Says he's comparing quotes and needs to know what we're making off him, pretty aggressive tone."
"CS-000590",115744,"2025-09-03","Fee Query","P4 - Low","interchange_fee_query","Interchange charge of €7.30 on a €250 premium Visa on Wednesday afternoon. Merchant says that's insane and wants it refunded or explained immediately."
"CS-000591",53486,"2025-07-13","Fee Query","P4 - Low","interchange_fee_query","Needs complete fee breakdown for his September statement before end of day. Accountant closing books, merchant has no patience for delays."
"CS-000592",1877,"2025-09-25","Fee Query","P3 - Medium","interchange_fee_query","Why are cross-border fees showing up now? Merchant in Berlin, says he's always had international customers but never saw this fee before, wants answers."
"CS-000593",7014,"2025-07-27","Fee Query","P4 - Low","interchange_fee_query","Challenging interchange on contactless transactions. Says he did 50 contactless sales on Friday under €30 each and the fees seem too high compared to chip and PIN."
"CS-000594",12723,"2025-07-25","Fee Query","P4 - Low","interchange_fee_query","Merchant asking why scheme fees are a percentage and not flat. Runs a small shop in Porto, about 400 transactions monthly, says the math doesn't add up on his statement."
"CS-000595",816370,"2025-07-01","Fee Query","P4 - Low","interchange_fee_query","Owner furious about interchange on a €500 business Mastercard from last week. Fee was €8.90, says we're taking advantage of small businesses and wants our manager to call him back."
"CS-000596",48153,"2025-07-04","Fee Query","P4 - Low","interchange_fee_query","Merchant queried why a Mastercard Debit transaction on 14 June 2024 for €127.50 incurred an interchange fee of €0.89 while a similar Visa Debit transaction on the same day for €125.00 only cost €0.63. Requested detailed breakdown of the rate structure applied to both transactions."
"CS-000597",237133,"2025-06-04","Fee Query","P4 - Low","interchange_fee_query","Query received regarding September 2024 monthly statement showing total scheme fees of €1,847.32. Merchant requests itemized breakdown distinguishing between Visa assessment fees, Mastercard processing fees, and any other scheme-related charges for that billing period."
"CS-000598",63,"2025-09-28","Fee Query","P4 - Low","interchange_fee_query","Merchant challenges interchange charge of €2.14 applied to a €450.00 Visa Credit transaction processed on Tuesday 5 September 2024 at 14:37. States this rate appears significantly higher than their agreed pricing schedule and demands immediate clarification."
"CS-000599",28766,"2025-06-16","Fee Query","P4 - Low","interchange_fee_query","Request for complete fee breakdown covering August 2024 including acquirer margin, interchange costs, scheme fees, and any ancillary charges. Merchant processed 1,847 transactions totaling €94,332.18 that month and wants to reconcile against their internal records."
"CS-000600",14062,"2025-09-11","Fee Query","P3 - Medium","interchange_fee_query","Merchant operating three terminals in Dublin questions why their acquirer margin increased from 0.18% to 0.23% between June and July 2024 statements. No notification of rate change was received and they request written justification for the adjustment."
"CS-000601",349744,"2025-08-17","Fee Query","P4 - Low","interchange_fee_query","Query about a €3.87 interchange fee on a €215.00 American Express transaction dated 22 September 2024. Merchant asks why this percentage is substantially higher than their typical Visa and Mastercard interchange rates."
"CS-000602",1345890,"2025-08-05","Fee Query","P4 - Low","interchange_fee_query","Merchant received statement for September 2024 showing €412.67 in scheme fees across 2,103 transactions. Requests breakdown showing per-transaction scheme costs versus fixed monthly fees and clarification on which schemes contributed to this total."
"CS-000603",649027,"2025-07-06","Fee Query","P4 - Low","interchange_fee_query","Challenge raised regarding interchange on a €1,250.00 corporate Visa card transaction processed Friday 18 September 2024 at 09:22. Fee of €18.75 applied represents 1.5% which merchant believes exceeds their contracted rate for commercial cards."
"CS-000604",16200,"2025-07-05","Fee Query","P4 - Low","interchange_fee_query","Merchant asks why two Mastercard transactions on 3 July 2024—one for €89.50 and one for €91.00—incurred different interchange fees of €0.71 and €0.95 respectively. Both were consumer debit cards processed within twenty minutes of each other."
"CS-000605",24,"2025-08-15","Fee Query","P4 - Low","interchange_fee_query","Request for detailed fee analysis covering Q3 2024 including monthly totals for interchange, scheme fees, and acquirer margin expressed both as absolute euro amounts and effective percentages. Merchant processed €287,445.00 across 5,621 transactions during this quarter."
"CS-000606",1812663,"2025-09-04","Fee Query","P3 - Medium","interchange_fee_query","Merchant questions €847.23 in Visa scheme fees shown on September 2024 statement. Requests breakdown showing assessment fees, network fees, and any other Visa-specific charges separately with applicable rates disclosed."
"CS-000607",5957,"2025-09-14","Fee Query","P4 - Low","interchange_fee_query","Query regarding acquirer margin calculation methodology. Merchant's June 2024 statement shows margin of €1,034.56 on transaction volume of €412,890.00 but merchant calculates this as 0.25% while contract specifies 0.19%."
"CS-000608",86,"2025-06-02","Fee Query","P3 - Medium","interchange_fee_query","Merchant challenges interchange fee of €0.47 on a €35.00 contactless Visa Debit transaction processed Wednesday 7 August 2024 at 11:15. States this represents 1.34% which seems excessive for a low-value domestic debit card purchase."
"CS-000609",613161,"2025-07-24","Fee Query","P4 - Low","interchange_fee_query","Request for complete reconciliation of May 2024 fees. Statement shows total fees of €3,214.89 but merchant requires itemization showing interchange subtotal, scheme fees subtotal, acquirer margin subtotal, and any other charges with transaction counts for each category."
"CS-000610",559458,"2025-06-17","Fee Query","P4 - Low","interchange_fee_query","Merchant operating in Amsterdam questions why their blended interchange rate increased from 0.87% in June 2024 to 1.02% in June 2024 despite similar transaction mix. Requests analysis of card type distribution and applicable rates for both months."
"CS-000611",165156,"2025-07-15","Fee Query","P3 - Medium","interchange_fee_query","Query about €156.34 in Mastercard scheme fees for July 2024 covering 892 Mastercard transactions. Merchant asks for per-transaction scheme cost and whether any volume-based discounts should apply at their processing level."
"CS-000612",1357891,"2025-06-27","Fee Query","P3 - Medium","interchange_fee_query","Merchant challenges total acquirer margin of €2,847.91 charged in September 2024. Their calculation based on contracted rate of 0.21% and monthly volume of €1,247,338.00 yields €2,619.41, creating a discrepancy of €228.50 requiring explanation."
"CS-000613",1727056,"2025-06-14","Fee Query","P4 - Low","interchange_fee_query","Request received for fee breakdown on specific high-value transaction: €3,450.00 Visa Business Credit card processed Monday 12 June 2024 at 16:48 which incurred total fees of €67.23. Merchant wants interchange, scheme fees, and margin shown separately."
"CS-000614",316950,"2025-09-28","Fee Query","P3 - Medium","interchange_fee_query","Merchant questions why interchange on a €178.00 French-issued Carte Bancaire transaction on 29 June 2024 was €1.42 while a €182.00 German-issued Visa Debit on the same day cost €1.87. Both were chip and PIN transactions processed on the same terminal."
"CS-000615",348229,"2025-07-17","Fee Query","P3 - Medium","interchange_fee_query","Query regarding July 2024 statement showing scheme fees of €2,103.45. Merchant requests confirmation of which portion relates to Visa, which to Mastercard, and whether any fees relate to American Express or other schemes, with transaction counts for each."
"CS-000616",221948,"2025-07-09","Fee Query","P4 - Low","interchange_fee_query","Merchant challenges interchange rate applied to weekend transactions. Saturday 16 June 2024 statement shows average interchange of 1.18% while weekday average for same week was 0.94%. Requests explanation for this differential across 247 weekend transactions totaling €18,934.00."
"CS-000617",98352,"2025-06-06","Fee Query","P3 - Medium","interchange_fee_query","Request for year-end fee summary covering all of 2024 with monthly breakdown of interchange costs, scheme fees, and acquirer margin. Merchant processed €4.7 million across 28,450 transactions and requires this data for annual financial reporting."
"CS-000618",1141914,"2025-09-27","Fee Query","P3 - Medium","interchange_fee_query","Merchant operating restaurant in Milan questions €5.21 interchange fee on €412.00 Mastercard World Elite transaction processed Thursday 10 September 2024 at 20:33. Asks whether premium card categories incur higher interchange and whether this was disclosed in their agreement."
"CS-000619",379363,"2025-09-04","Fee Query","P4 - Low","interchange_fee_query","Query about June 2024 fees totaling €4,892.37 on volume of €523,100.00. Merchant calculates effective rate of 0.935% but believes their contracted all-in rate was 0.85% and requests detailed breakdown to identify source of discrepancy."
"CS-000620",151826,"2025-08-27","Fee Query","P4 - Low","interchange_fee_query","Merchant received June 2024 statement showing acquirer margin of €1,456.78 but contracted rate of 0.18% on their volume of €756,220.00 should yield €1,361.20. Requests immediate investigation of this €95.58 overcharge and correction on next statement."
"CS-000621",1679147,"2025-06-13","Fee Query","P3 - Medium","interchange_fee_query","Merchant called in asking about their monthly statement and wondering why some Visa transactions have different fees. They mentioned seeing €0.15 on one transaction and €0.32 on another from last Tuesday. They're quite new to accepting cards and just want to understand how it works."
"CS-000622",59,"2025-06-28","Fee Query","P4 - Low","interchange_fee_query","New restaurant owner in Dublin submitted a ticket asking for help understanding what ""interchange"" means on their invoice. They saw it listed multiple times with different amounts and want to know if this is normal or if there's been a mistake."
"CS-000623",1896908,"2025-07-27","Fee Query","P3 - Medium","interchange_fee_query","Merchant from Lyon called about a €2.47 fee on a single Mastercard transaction from June 3rd. They're trying to learn the business and asked if we could explain what makes up that cost."
"CS-000624",336145,"2025-07-23","Fee Query","P4 - Low","interchange_fee_query","Small retailer in Berlin emailed asking why a €50 Visa Debit transaction had a lower fee than a €50 Visa Credit transaction processed on the same day. They just started accepting cards three months ago and want to understand the difference."
"CS-000625",32,"2025-09-28","Fee Query","P4 - Low","interchange_fee_query","Merchant requested a detailed breakdown of all fees charged in June. They mentioned they're still learning about card processing and would appreciate if someone could walk them through the statement when we send it."
"CS-000626",976613,"2025-06-16","Fee Query","P4 - Low","interchange_fee_query","Coffee shop owner in Amsterdam called asking about scheme fees on their terminal. They've noticed a line item called ""Mastercard scheme fee"" totaling €18.50 last month and want to know what this covers."
"CS-000627",598483,"2025-08-24","Fee Query","P4 - Low","interchange_fee_query","Merchant in Madrid submitted a query about their acquirer margin. They said another business owner mentioned this term and they'd like to understand what portion of their fees this represents and how it's calculated."
"CS-000628",7883,"2025-06-19","Fee Query","P4 - Low","interchange_fee_query","New merchant in Athens called asking why their statement shows different interchange rates. They processed about 200 transactions last week and noticed the percentages vary, so they're wondering if something is wrong with their account."
"CS-000629",465471,"2025-08-08","Fee Query","P4 - Low","interchange_fee_query","Retailer in Brussels emailed asking for clarification on a €1.83 fee they saw on a €120 transaction from Saturday afternoon. They're new to this and want to make sure they understand what they're paying for."
"CS-000630",50597,"2025-08-13","Fee Query","P4 - Low","interchange_fee_query","Merchant from Portugal called about their Clover Flex 5000 terminal and asked why business cards seem to cost more to process. They had a €300 transaction on Thursday that had a higher fee than usual and the customer mentioned using a corporate card."
"CS-000631",976,"2025-08-06","Fee Query","P4 - Low","interchange_fee_query","Small shop owner in Vienna requested help understanding their monthly fees for June. They mentioned they're still quite new to accepting payments and would like someone to explain the different categories on their invoice."
"CS-000632",205366,"2025-08-27","Fee Query","P4 - Low","interchange_fee_query","Merchant in Cork emailed asking about the difference between domestic and cross-border interchange. They noticed some transactions from last Monday had different fees and think it might be related to where the cards were issued."
"CS-000633",1069016,"2025-07-24","Fee Query","P4 - Low","interchange_fee_query","Bakery owner in Marseille called wondering why their Visa transactions from the weekend had fees ranging from €0.22 to €0.89. They've only been accepting cards since September and want to learn how the pricing works."
"CS-000634",3349,"2025-07-23","Fee Query","P3 - Medium","interchange_fee_query","Merchant submitted a ticket asking what determines the interchange fee on each transaction. They mentioned processing around 450 transactions in June and seeing lots of variation in the fees charged."
"CS-000635",387233,"2025-08-27","Fee Query","P4 - Low","interchange_fee_query","New merchant in Rotterdam called about a €3.12 fee on a €200 Mastercard transaction. They're trying to understand their costs better and asked if we could break down what that fee includes."
"CS-000636",32771,"2025-07-13","Fee Query","P3 - Medium","interchange_fee_query","Shop owner in Milan emailed asking for a complete fee breakdown for June. They mentioned they're still learning about payment processing and would appreciate any guidance on reading their statement."
"CS-000637",813370,"2025-06-08","Fee Query","P3 - Medium","interchange_fee_query","Merchant called about their PAX A920 terminal asking why some debit cards have different fees than others. They processed two €75 transactions yesterday, both Visa Debit, but noticed the fees weren't identical."
"CS-000638",231192,"2025-09-06","Fee Query","P4 - Low","interchange_fee_query","Small business in Munich submitted a query about scheme fees versus interchange fees. They're new to accepting cards and want to understand what each term means and how they're calculated on their account."
"CS-000639",674276,"2025-06-28","Fee Query","P3 - Medium","interchange_fee_query","Merchant from Galway emailed asking about a particularly high fee on a €450 transaction from last Friday evening. They're still getting familiar with card acceptance and want to know if premium cards cost more to process."
"CS-000640",1588643,"2025-06-18","Fee Query","P4 - Low","interchange_fee_query","Retailer in Barcelona called wondering about their acquirer's margin and whether it's negotiable. They've been processing cards for four months now and are trying to understand all the components of their pricing."
"CS-000641",444703,"2025-09-27","Fee Query","P4 - Low","interchange_fee_query","New merchant in Lisbon requested clarification on why their statement shows different Mastercard interchange rates. They processed about 80 transactions last week and are confused by the variation in fees."
"CS-000642",1739337,"2025-06-28","Fee Query","P4 - Low","interchange_fee_query","Shop owner in Antwerp emailed about a €0.67 fee on a €35 transaction from Wednesday morning. They're quite new to this and just want to make sure they understand what they're being charged for."
"CS-000643",1219157,"2025-09-24","Fee Query","P4 - Low","interchange_fee_query","Merchant called asking for help understanding their June statement, specifically the interchange charges. They mentioned seeing amounts ranging from €0.18 to €2.34 and want to know what causes such differences."
"CS-000644",722020,"2025-08-26","Fee Query","P3 - Medium","interchange_fee_query","Small café in Frankfurt submitted a ticket asking about the fees on contactless transactions. They've noticed their Clover Station Duo terminal processes lots of tap payments and want to know if these have different interchange rates."
"CS-000645",2178,"2025-09-05","Fee Query","P4 - Low","interchange_fee_query","Merchant from Nice emailed requesting a breakdown of a €1.45 fee on a €95 Visa transaction from Sunday. They started accepting cards recently and are trying to learn how everything works so they can manage their costs better."
"CS-000646",272987,"2025-07-21","Fee Query","P4 - Low","interchange_fee_query","Merchant operates three coffee shops in Dublin and noticed interchange on a €45.80 Mastercard Debit transaction at location 2 was 0.20% while same card type at location 1 charged 0.30% on a €47.20 sale same day. Requesting explanation for the discrepancy."
"CS-000647",1724184,"2025-06-19","Fee Query","P4 - Low","interchange_fee_query","Multi-site restaurant group with venues in Berlin, Munich and Hamburg querying why their September scheme fees totalled €1,847 across all locations when September was only €1,203 with similar transaction volumes."
"CS-000648",553992,"2025-06-01","Fee Query","P4 - Low","interchange_fee_query","Franchise operator running four mobile phone shops in Amsterdam questions why a €320 Visa Credit purchase on Tuesday morning incurred €2.88 interchange while a €315 Visa Credit sale on Thursday afternoon at different location only cost €2.52."
"CS-000649",1170804,"2025-09-11","Fee Query","P3 - Medium","interchange_fee_query","Merchant with two pharmacies in Lyon and one in Marseille requesting detailed fee breakdown for June showing per-location split of interchange, scheme fees and our margin as they're seeing variance they can't explain."
"CS-000650",2084,"2025-07-15","Fee Query","P4 - Low","interchange_fee_query","Retail chain with stores in Lisbon, Porto and Faro challenging why their blended acquirer margin appears to be 0.18% at the Lisbon flagship but 0.24% at the smaller Faro location based on their calculations from last month's statement."
"CS-000651",1001053,"2025-06-15","Fee Query","P3 - Medium","interchange_fee_query","Operator of five bakeries across Brussels noticed interchange charges on domestic Bancontact transactions are consistent but Maestro cross-border cards show different rates between locations despite using identical Clover Flex 5000 terminals."
"CS-000652",1785518,"2025-08-07","Fee Query","P3 - Medium","interchange_fee_query","Merchant runs three gyms in Madrid, Barcelona and Valencia asking why total scheme fees for Visa transactions in June were €890 in Madrid on 2,340 transactions but €1,120 in Barcelona on only 2,180 transactions."
"CS-000653",31756,"2025-08-05","Fee Query","P4 - Low","interchange_fee_query","Fashion boutique owner with shops in Milan and Rome querying a €180 Mastercard World Elite transaction that incurred €3.42 interchange at the Milan location versus a €175 similar card at Rome location costing only €2.80 the same week."
"CS-000654",6726,"2025-07-16","Fee Query","P4 - Low","interchange_fee_query","Quick service restaurant franchise with seven locations across Ireland requesting explanation why their Dublin city centre site shows higher per-transaction scheme fees than suburban locations despite processing similar average ticket values around €12-15."
"CS-000655",540401,"2025-06-15","Fee Query","P4 - Low","interchange_fee_query","Merchant operating four electronics stores in Vienna and Graz noticed their September statement shows acquirer margin of 0.15% on €284,000 volume in Vienna but 0.21% on €197,000 in Graz and wants justification."
"CS-000656",1461,"2025-08-09","Fee Query","P4 - Low","interchange_fee_query","Pharmacy chain with locations in Athens, Thessaloniki and Patras challenging why interchange on a €67 Visa Debit transaction processed at 14:23 on Saturday at Athens location was significantly higher than €65 Visa Debit at Patras location same day at 16:47."
"CS-000657",6711,"2025-09-26","Fee Query","P4 - Low","interchange_fee_query","Merchant with three hardware stores across Netherlands comparing their Q3 fee breakdown and questioning why scheme fees per transaction average €0.087 at Rotterdam location but €0.104 at Eindhoven location with comparable transaction profiles."
"CS-000658",29047,"2025-07-14","Fee Query","P3 - Medium","interchange_fee_query","Restaurant group operating in Cork and Galway asking for itemized breakdown of all fees for June as they calculate their effective rate is 1.42% in Cork but 1.67% in Galway on similar monthly volumes around €85,000 each."
"CS-000659",25,"2025-06-12","Fee Query","P3 - Medium","interchange_fee_query","Operator of two bookshops in Munich querying why a €89.50 Mastercard Credit purchase last Wednesday incurred €1.97 interchange while a €91.20 Mastercard Credit at their other location on Friday only cost €1.64."
"CS-000660",44882,"2025-09-09","Fee Query","P4 - Low","interchange_fee_query","Clothing retailer with five stores across Belgium requesting detailed explanation of why their Antwerp location processed 1,840 transactions in September with total scheme fees of €412 while Ghent location processed 1,790 transactions but paid €478 in scheme fees."
"CS-000661",1180116,"2025-06-02","Fee Query","P3 - Medium","interchange_fee_query","Merchant runs three pet supply stores in Bordeaux, Toulouse and Nantes noticing their blended interchange rate for September appears 0.12% higher at the Nantes location and wants to understand if card mix or something else is driving this."
"CS-000662",1213656,"2025-08-18","Fee Query","P4 - Low","interchange_fee_query","Café chain with four locations in Lisbon questioning why Multibanco domestic debit transactions show consistent interchange across sites but international Visa Debit cards have varying rates between their Baixa and Belém locations on similar transaction amounts."
"CS-000663",595551,"2025-06-10","Fee Query","P4 - Low","interchange_fee_query","Operator of six convenience stores across Dublin, Limerick and Waterford challenging the €2,340 total acquirer margin charged in September and requesting per-site breakdown as they suspect the smaller Waterford locations are being charged disproportionately."
"CS-000664",13,"2025-08-21","Fee Query","P4 - Low","interchange_fee_query","Merchant with two jewellery shops in Florence and Bologna querying a €450 American Express transaction at Florence that cost €8.55 in interchange versus a €440 American Express at Bologna costing €7.04 processed within same hour on Tuesday morning."
"CS-000665",1389,"2025-09-24","Fee Query","P3 - Medium","interchange_fee_query","Pharmacy group operating eight locations across Spain requesting comprehensive fee analysis for Q3 showing why their Madrid locations average 1.38% effective rate while Seville locations average 1.61% despite similar product mix and ticket sizes."
"CS-000666",100713,"2025-09-07","Fee Query","P3 - Medium","interchange_fee_query","Merchant runs four sporting goods stores in Austria asking why scheme fees on their Innsbruck terminal totalled €267 in September on 980 transactions while Vienna location paid €223 on 1,040 transactions using same Clover Station Duo model."
"CS-000667",995978,"2025-09-04","Fee Query","P4 - Low","interchange_fee_query","Restaurant operator with locations in Amsterdam, Rotterdam and Utrecht noticed a €78.50 Maestro transaction on Sunday evening at Amsterdam incurred different interchange than €76.90 Maestro at Utrecht on Sunday afternoon and wants clarification on rate logic."
"CS-000668",1001708,"2025-08-02","Fee Query","P4 - Low","interchange_fee_query","Retail merchant operating three home goods stores across Greece challenging why their overall acquirer margin for August appears to be 0.19% at Thessaloniki location but 0.28% at Patras location and requesting transparent breakdown."
"CS-000669",405654,"2025-06-27","Fee Query","P4 - Low","interchange_fee_query","Franchise owner with five quick-service locations in Paris questioning why a €23.40 contactless Visa Debit at their Marais location cost €0.19 interchange while €24.10 contactless Visa Debit at Montparnasse location same day cost €0.26."
"CS-000670",921778,"2025-08-09","Fee Query","P4 - Low","interchange_fee_query","Merchant operates two garden centres in Hamburg and Bremen requesting detailed monthly fee statement for June showing separate interchange, scheme fees and margin per location as they're seeing unexplained variance in their total processing costs between the two sites."
"CS-000671",98641,"2025-09-19","Fee Query","P3 - Medium","interchange_fee_query","Merchant contacted regarding interchange fees applied to a Mastercard Debit transaction processed on 15th June, questioning why the rate was higher than their usual Visa Debit transactions. The €2.34 fee on a €156.00 sale is impacting their already narrow profit margins on electronics accessories. Requested detailed breakdown of the interchange category applied."
"CS-000672",2751,"2025-08-07","Fee Query","P4 - Low","interchange_fee_query","Business owner from Lyon submitted a formal query about scheme fees totalling €847.50 for June, stating this represents a 23% increase compared to June and is affecting their ability to maintain competitive pricing. They have requested a line-by-line explanation of all Visa and Mastercard assessment charges for the month."
"CS-000673",5013,"2025-06-15","Fee Query","P4 - Low","interchange_fee_query","Query received regarding acquirer margin applied to transactions processed through their Clover Flex 5000 terminal last Thursday between 14:00 and 18:00. Merchant notes that six transactions during this period show a margin of 0.45% rather than the 0.38% stated in their contract, resulting in an overcharge of approximately €12.80 that impacts their weekly reconciliation."
